city_municipality_,province_,region_,person_sum,dead_sum,injured_ill_sum,missing_sum,cost_sum,has_food_mean,has_cash_mean,has_hygiene_health_mean,has_sleeping_essentials_mean,has_shelter_support_mean,num_typhoons,region_first,recurrence_rate,cost_per_family
LOOC,OCCIDENTAL MINDORO,4B,32164.0,0.0,0.0,0.0,1117151.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,6,4B,1.0,141.95057179161373
LOOC,ROMBLON,4B,3509.0,0.0,0.0,0.0,311500.0,0.25,0.0,0.0,0.0,0.0,4,4B,1.3333333333333333,409.86842105263156
LOON,BOHOL,7,50230.0,7.0,1.0,0.0,4893060.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,380.634772462077
LOPE DE VEGA,NORTHERN SAMAR,8,47914.0,0.0,4.0,0.0,5165227.0,0.5,0.0,0.0,0.0,0.0,4,8,0.8,421.5135465970295
LOPEZ,QUEZON,4A,39873.0,0.0,0.0,0.0,1924200.0,0.1,0.1,0.0,0.0,0.0,9,4A,1.8,177.96892341842397
LOPEZ JAENA,MISAMIS OCCIDENTAL,10,1613.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.75,0.0
LORETO,AGUSAN DEL SUR,Caraga,5070.0,0.0,0.0,0.0,645000.0,0.0,0.0,0.0,0.0,0.0,3,Caraga,1.0,503.1201248049922
LORETO,DINAGAT ISLANDS,13,10920.0,0.0,0.0,0.0,14365776.31,0.0,0.25,0.0,0.0,0.0,4,13,1.3333333333333333,4448.986159801796
LOS BAÑOS,LAGUNA,4A,11364.0,0.0,0.0,0.0,2130768.0,0.1,0.0,0.1,0.0,0.0,10,4A,1.6666666666666667,699.5298752462246
LUBA,ABRA,Car,35911.0,0.0,0.0,0.0,832500.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,6,Car,1.2,88.69593010867248
LUBANG,OCCIDENTAL MINDORO,4B,14613.0,0.0,0.0,0.0,2477193.0,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.0,7,4B,1.1666666666666667,612.5600890207716
LUBAO,PAMPANGA,3,249046.0,0.0,0.0,0.0,7493249.0,0.125,0.0,0.0,0.0,0.0,8,3,1.3333333333333333,96.14371680053375
LUBUAGAN,KALINGA,Car,8501.0,0.0,1.0,0.0,1459695.9,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,6,Car,1.5,831.7355555555555
LUCBAN,QUEZON,4A,568.0,0.0,0.0,0.0,120000.0,0.2,0.0,0.0,0.0,0.0,5,4A,1.0,875.9124087591241
LUCENA,QUEZON,4A,37401.0,3.0,0.0,0.0,2146698.89,0.0,0.0,0.25,0.0,0.0,8,4A,1.3333333333333333,247.08780962246777
LUGAIT,MISAMIS ORIENTAL,10,880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,1.0,0.0
LUGAIT,MISAMIS ORIENTAL,9,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
LUISIANA,LAGUNA,4A,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4A,1.0,0.0
LUMBAN,LAGUNA,4A,4829.0,0.0,0.0,0.0,942360.0,0.0,0.0,0.0,0.0,0.0,3,4A,0.5,804.0614334470989
LUNA,APAYAO,Car,19445.0,0.0,1.0,0.0,2054464.25,0.36363636363636365,0.2727272727272727,0.0,0.0,0.09090909090909091,11,Car,1.8333333333333333,353.9738542384562
LUNA,ISABELA,2,1402.0,0.0,0.0,0.0,536239.6,1.0,0.0,0.5,0.5,0.0,2,2,0.6666666666666666,1289.0375
LUNA,LA UNION,1,180679.0,2.0,0.0,0.0,21098047.0,0.25,0.125,0.125,0.125,0.0,8,1,1.6,403.68220955150775
LUNDAY,ZAMBOANGA DEL NORTE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
LUPAO,NUEVA ECIJA,3,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1.0,0.0
LUPI,CAMARINES SUR,5,20065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,0.0
LUPON,DAVAO ORIENTAL,11,402.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,11,1.2,0.0
MA AYON,CAPIZ,6,95506.0,2.0,0.0,0.0,8658346.4,0.6666666666666666,0.5,0.0,0.0,0.0,6,6,1.2,386.1196218337496
MAASIM,SARANGANI,12,1553.0,0.0,7.0,0.0,258000.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,12,1.0,816.4556962025316
MAASIN,ILOILO,6,20399.0,0.0,0.0,0.0,3092818.8,0.5,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,6,6,1.2,684.5548472775564
MAASIN,SOUTHERN LEYTE,8,143256.0,1.0,0.0,0.0,10567198.09,0.5,0.25,0.5,0.25,0.25,4,8,1.0,345.9097872270778
MABALACAT,PAMPANGA,3,1583.0,0.0,0.0,0.0,361615.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,3,0.75,946.6361256544502
MABINAY,NEGROS ORIENTAL,6,503.0,0.0,0.0,0.0,306830.0,0.0,0.0,0.0,0.0,0.0,1,6,1.0,43832.857142857145
MABINAY,NEGROS ORIENTAL,7,40167.0,10.0,3.0,0.0,2120000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,158.32710978342047
MABINI,BATANGAS,4A,18499.0,0.0,0.0,0.0,2064272.0,0.0,0.0,0.0,0.0,0.0,4,4A,0.6666666666666666,496.9359653346172
MABINI,BOHOL,7,31554.0,2.0,0.0,0.0,3461000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,387.56998880179174
MABINI,PANGASINAN,1,44114.0,0.0,0.0,0.0,5864040.0,0.125,0.0,0.0,0.0,0.0,8,1,1.6,554.886449659349
MABITAC,LAGUNA,4A,4545.0,0.0,0.0,0.0,959117.1799999999,0.0,0.2,0.2,0.0,0.0,5,4A,0.8333333333333334,741.2033848531685
MACABEBE,PAMPANGA,3,652437.0,0.0,0.0,0.0,11841720.0,0.25,0.0,0.08333333333333333,0.0,0.0,12,3,2.0,63.8078713682214
MACALELON,QUEZON,4A,20616.0,0.0,0.0,0.0,1425999.74,0.125,0.0,0.0,0.0,0.0,8,4A,1.6,244.76480260899416
MACARTHUR,LEYTE,8,10139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.5,0.0
MACO,DAVAO DE ORO,11,305.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0.4,0.0
MACONACON,ISABELA,2,6654.0,0.0,0.0,0.0,1082708.3,0.375,0.0,0.125,0.125,0.0,8,2,1.6,535.728995546759
MACROHON,SOUTHERN LEYTE,8,29965.0,1.0,47.0,0.0,4381635.44,0.5,0.5,0.5,0.5,0.5,2,8,1.0,539.9427529266791
MADALAG,AKLAN,6,9598.0,0.0,0.0,0.0,1328585.0,0.5,0.3333333333333333,0.0,0.0,0.0,6,6,1.2,544.0561015561016
MADDELA,QUIRINO,2,53770.0,0.0,0.0,0.0,48432.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,6,2,1.2,3.5974151377850405
MADRID,SURIGAO DEL SUR,Caraga,29279.0,0.0,0.0,0.0,560025.0,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,96.87337830825116
MADRIDEJOS,CEBU,7,95655.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,7,0.8,0.0
MAGALANG,PAMPANGA,3,25459.0,0.0,0.0,0.0,361615.0,0.25,0.0,0.0,0.0,0.0,4,3,0.6666666666666666,61.42602344148123
MAGALLANES,AGUSAN DEL NORTE,Caraga,4102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Caraga,1.0,0.0
MAGALLANES,CAVITE,4A,2404.0,0.0,0.0,0.0,579440.0,0.0,0.0,0.0,0.0,0.0,4,4A,0.6666666666666666,1020.1408450704225
MAGALLANES,SORSOGON,5,27060.0,0.0,0.0,0.0,294253.0,0.125,0.0,0.0,0.0,0.0,8,5,1.6,43.1645885286783
MAGARAO,CAMARINES SUR,5,38611.0,0.0,0.0,0.0,1047970.0,0.0,0.0,0.0,0.0,0.0,10,5,2.0,106.0913140311804
MAGDALENA,LAGUNA,4A,4034.0,0.0,0.0,0.0,205459.85,0.0,0.0,0.0,0.0,0.0,8,4A,1.3333333333333333,175.75692899914458
MAGDIWANG,ROMBLON,4B,3803.0,0.0,0.0,0.0,752150.0,0.5,0.0,0.0,0.0,0.0,8,4B,1.6,937.8428927680798
MAGSAYSAY,LANAO DEL NORTE,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
MAGSAYSAY,MISAMIS ORIENTAL,10,36639.0,0.0,0.0,0.0,45400.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,10,0.6,5.187978516740944
MAGSAYSAY,OCCIDENTAL MINDORO,4B,8846.0,1.0,0.0,0.0,1071314.3,0.5,0.0,0.0,0.0,0.0,8,4B,1.3333333333333333,505.81411709159585
MAGSAYSAY,PALAWAN,4B,12623.0,0.0,0.0,0.0,688585.0,1.0,0.0,0.0,0.0,0.0,2,4B,1.0,229.60486828942982
MAGSINGAL,ILOCOS SUR,1,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1.2,0.0
MAGUING,LANAO DEL SUR,Barmm,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MAHAPLAG,LEYTE,8,67356.0,0.0,0.0,0.0,5149458.17,1.0,0.3333333333333333,0.0,0.0,0.0,3,8,1.5,382.2341278206651
MAHATAO,BATANES,2,7230.0,0.0,2.0,0.0,2079582.96,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,6,2,1.5,915.3094014084506
MAHINOG,CAMIGUIN,10,2750.0,0.0,0.0,0.0,427574.58,0.3333333333333333,0.0,0.0,0.0,0.0,3,10,0.6,661.8801547987616
MAIGO,LANAO DEL NORTE,10,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.4,0.0
MAIMBUNG,SULU,Barmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MAINIT,SURIGAO DEL NORTE,Caraga,38461.0,1.0,0.0,0.0,7787049.76,0.0,0.2,0.0,0.0,0.0,5,Caraga,1.0,872.1077119498264
MAITUM,SARANGANI,12,5837.0,0.0,0.0,0.0,2142000.0,0.0,0.5,0.0,0.0,0.0,2,12,0.6666666666666666,1159.7184623714131
MAJAYJAY,LAGUNA,4A,3012.0,0.0,0.0,0.0,124162.5,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,143.04435483870967
MAKATI CITY,NCR,Ncr,56406.0,0.0,0.0,0.0,6425379.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,Ncr,0.75,472.35014335073146
MAKATO,AKLAN,6,31749.0,0.0,0.0,0.0,819732.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,6,6,1.2,109.22478347768154
MALABANG,LANAO DEL SUR,Barmm,21590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Barmm,1.0,0.0
MALABON CITY,NCR,Ncr,154829.0,0.0,0.0,0.0,35548296.99,0.2857142857142857,0.0,0.0,0.0,0.0,7,Ncr,1.1666666666666667,919.7013606022974
MALABUYOC,CEBU,7,20573.0,0.0,0.0,0.0,1060000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,217.43589743589743
MALALAG,DAVAO DEL SUR,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
MALAPATAN,SARANGANI,12,341.0,0.0,0.0,0.0,255000.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,12,1.0,3445.945945945946
MALASIQUI,PANGASINAN,1,19478.0,0.0,0.0,0.0,2461496.89,0.125,0.0,0.125,0.125,0.0,8,1,1.6,441.5241058295964
MALAY,AKLAN,6,15112.0,0.0,0.0,0.0,312888.0,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,9,6,1.8,76.25834755057275
MALAYBALAY,BUKIDNON,10,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.5,0.0
MALIBCONG,ABRA,Car,16664.0,0.0,0.0,0.0,766581.0,0.25,0.125,0.0,0.0,0.0,8,Car,1.6,175.94239155382144
MALILIPOT,ALBAY,5,58359.0,0.0,0.0,0.0,164490.0,0.0,0.0,0.0,0.0,0.0,8,5,1.6,10.210428305400372
MALIMONO,SURIGAO DEL NORTE,Caraga,19035.0,1.0,0.0,0.0,19826362.51,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,6,Caraga,1.2,3231.6809307253466
MALINAO,AKLAN,6,1253.0,0.0,0.0,0.0,206210.0,0.2,0.0,0.0,0.0,0.0,5,6,1.0,568.0716253443526
MALINAO,ALBAY,5,89923.0,0.0,0.0,0.0,2241595.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,5,1.1666666666666667,90.42700391302594
MALITA,DAVAO OCCIDENTAL,11,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
MALITBOG,BUKIDNON,10,9002.0,1.0,0.0,0.0,328501.0,0.0,0.0,1.0,1.0,1.0,1,10,1.0,131.34786085565773
MALITBOG,SOUTHERN LEYTE,8,20798.0,5.0,0.0,0.0,9492785.68,0.5,0.5,0.5,0.5,0.5,2,8,1.0,1598.6503334456045
MALLIG,ISABELA,2,1482.0,0.0,0.0,0.0,275129.4,1.0,0.0,0.0,0.0,0.0,1,2,1.0,607.3496688741723
MALOLOS CITY,BULACAN,3,430560.0,0.0,0.0,0.0,3590513.09,0.1111111111111111,0.0,0.0,0.0,0.0,9,3,1.5,27.901349719472204
MALUSO,BASILAN,Barmm,1856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Barmm,1.0,0.0
MALVAR,BATANGAS,4A,2927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,0.0
MAMASAPANO,MAGUINDANAO,Barmm,95945.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,Barmm,1.3333333333333333,0.0
MAMBAJAO,CAMIGUIN,10,7552.0,1.0,1.0,0.0,310843.0,0.0,0.0,0.0,0.0,0.0,3,10,0.6,164.7286698463169
MAMBURAO,OCCIDENTAL MINDORO,4B,54398.0,1.0,0.0,0.0,6381272.94,0.2857142857142857,0.0,0.0,0.0,0.0,7,4B,1.1666666666666667,537.7779319062869
MAMBUSAO,CAPIZ,6,92328.0,1.0,0.0,0.0,7926620.0,0.6,0.6,0.0,0.0,0.0,5,6,1.0,267.4027595047735
MANABO,ABRA,Car,33439.0,0.0,2.0,0.0,269053.9,0.5,0.5,0.25,0.25,0.0,4,Car,0.8,24.571132420091327
MANAOAG,PANGASINAN,1,2693.0,0.0,0.0,0.0,296803.5,0.2,0.0,0.0,0.0,0.0,5,1,1.0,446.9932228915663
MANAPLA,NEGROS OCCIDENTAL,6,23622.0,1.0,0.0,0.0,1123525.5,0.25,0.25,0.0,0.0,0.0,4,6,1.3333333333333333,178.13944823212304
MANAY,DAVAO ORIENTAL,11,21788.0,0.0,0.0,0.0,812250.0,1.0,0.0,0.0,1.0,0.0,1,11,1.0,149.09140969162996
MANDALUYONG CITY,NCR,Ncr,8965.0,0.0,0.0,0.0,374824.0,0.25,0.0,0.0,0.0,0.0,4,Ncr,0.6666666666666666,165.3392148213498
MANDAON,MASBATE,5,3557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1.2,0.0
MANDAUE CITY,CEBU,7,166038.0,7.0,0.0,0.0,21600.0,0.25,0.0,0.0,0.0,0.0,8,7,1.3333333333333333,0.41721393803600404
MANGALDAN,PANGASINAN,1,87917.0,0.0,0.0,0.0,5877315.44,0.3333333333333333,0.0,0.0,0.0,0.0,3,1,0.6,280.902138316685
MANGATAREM,PANGASINAN,1,156766.0,0.0,0.0,0.0,9572883.04,0.16666666666666666,0.0,0.0,0.0,0.0,6,1,1.5,228.61162153126043
MANGUDADATU,MAGUINDANAO,Barmm,6470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MANILA,NCR,Ncr,224215.0,0.0,0.0,0.0,21402077.56,0.3333333333333333,0.0,0.0,0.0,0.0,9,Ncr,1.5,382.0571523438894
MANITO,ALBAY,5,37835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,1.4,0.0
MANJUYOD,NEGROS ORIENTAL,7,46708.0,10.0,16.0,0.0,6480700.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,515.8971501353287
MANKAYAN,BENGUET,Car,2526.0,0.0,0.0,0.0,1029671.9600000001,0.25,0.0,0.0,0.0,0.0,8,Car,1.6,991.9768400770714
MANOLO FORTICH,BUKIDNON,10,1910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
MANSALAY,ORIENTAL MINDORO,4B,6684.0,0.0,0.0,0.0,64438.59,0.3333333333333333,0.0,0.0,0.0,0.0,6,4B,1.0,42.034305283757334
MANTICAO,MISAMIS ORIENTAL,10,935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.75,0.0
MANUKAN,ZAMBOANGA DEL NORTE,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
MAPANAS,NORTHERN SAMAR,8,19197.0,0.0,0.0,0.0,883960.0,0.5,0.0,0.0,0.0,0.0,4,8,0.8,165.41167664670658
MAPANDAN,PANGASINAN,1,3722.0,0.0,0.0,0.0,382516.73,0.3333333333333333,0.0,0.0,0.0,0.0,3,1,0.75,430.7620833333333
MARABUT,SAMAR,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
MARAGONDON,CAVITE,4A,7903.0,0.0,0.0,0.0,296925.0,0.25,0.0,0.0,0.0,0.0,4,4A,0.8,154.32692307692307
MARAMAG,BUKIDNON,10,289.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,0.5,0.0
MARCOS,ILOCOS NORTE,1,18709.0,0.0,0.0,0.0,2380.0,0.0,0.0,0.0,0.0,0.0,5,1,1.0,0.576969696969697
MARIA,SIQUIJOR,7,2169.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,0.0
MARIA AURORA,AURORA,3,11653.0,0.0,0.0,0.0,2478537.1,0.125,0.0,0.0,0.0,0.125,8,3,1.3333333333333333,717.7923834346944
MARIBOJOC,BOHOL,7,22178.0,2.0,0.0,0.0,475940.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,77.26298701298701
MARIHATAG,SURIGAO DEL SUR,Caraga,25583.0,0.0,0.0,0.0,2069098.66,0.0,0.0,0.0,0.0,0.0,2,Caraga,0.6666666666666666,337.0965558813946
MARIKINA,NCR,Ncr,708731.0,0.0,0.0,0.0,69891620.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,7,Ncr,1.1666666666666667,402.8405102105512
MARILAO,BULACAN,3,464478.0,0.0,0.0,0.0,2451670.85,0.1111111111111111,0.0,0.0,0.0,0.0,9,3,1.8,20.060802948973915
MARIPIPI,BILIRAN,8,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.25,0.0
MARIVELES,BATAAN,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1.0,0.0
MARIVELES,BATAAN,3,598869.0,0.0,0.0,0.0,169376.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,9,3,1.5,1.1590299447090382
MAROGONG,LANAO DEL SUR,Barmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MASANTOL,PAMPANGA,3,716469.0,0.0,0.0,0.0,5218885.6,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,14,3,2.3333333333333335,22.63922888723083
MASBATE CITY,MASBATE,5,10771.0,0.0,0.0,0.0,4000.0,0.1,0.0,0.0,0.0,0.0,10,5,2.0,1.6891891891891893
MASINLOC,ZAMBALES,3,2903.0,0.0,0.0,0.0,167206.78,0.1,0.0,0.0,0.0,0.0,10,3,1.6666666666666667,178.63972222222222
MASIU,LANAO DEL SUR,Barmm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MASLOG,EASTERN SAMAR,8,19911.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1.0,0.0
MATAAS NA KAHOY,BATANGAS,4A,3197.0,0.0,0.0,0.0,170800.0,0.0,0.0,0.0,0.0,0.0,6,4A,1.0,227.4300932090546
MATAG OB,LEYTE,8,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,1.0,0.0
MATALOM,LEYTE,8,39311.0,0.0,0.0,0.0,3059860.0,0.25,0.25,0.0,0.0,0.0,4,8,2.0,273.2749843708136
MATANAO,DAVAO DEL SUR,11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
MATNOG,MAGUINDANAO,Barmm,9570.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Barmm,1.0,0.0
MATNOG,SORSOGON,5,24344.0,0.0,0.0,0.0,2850988.2,0.36363636363636365,0.0,0.0,0.0,0.0,11,5,2.2,211.01237510176895
MATUGUINAO,SAMAR,8,126.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0.6666666666666666,0.0
MATUNGAO,LANAO DEL NORTE,10,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,0.6,0.0
MAUBAN,QUEZON,4A,16166.0,2.0,0.0,0.0,3658490.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,7,4A,1.4,818.0881037567084
MAWAB,DAVAO DE ORO,11,1166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,1.0,0.0
MAYANA,CAMIGUIN,10,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
MAYANTOC,TARLAC,3,9932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1.0,0.0
MAYDOLONG,EASTERN SAMAR,8,34543.0,0.0,0.0,0.0,177000.0,0.0,0.16666666666666666,0.0,0.0,0.0,6,8,1.5,18.773865082732286
MAYORGA,LEYTE,8,26870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,1.0,0.0
MAYOYAO,IFUGAO,Car,1737.0,0.0,3.0,0.0,31604.0,0.25,0.25,0.25,0.0,0.0,4,Car,1.0,75.24761904761905
MEDELLIN,CEBU,7,31049.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,0.75,0.0
MEDINA,MISAMIS ORIENTAL,10,3052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1.0,0.0
MENDEZ,CAVITE,4A,15952.0,0.0,0.0,0.0,295675.0,0.0,0.0,0.0,0.0,0.0,4,4A,0.6666666666666666,79.24819083355669
MERCEDES,CAMARINES NORTE,5,48524.0,0.0,0.0,0.0,2893061.6300000004,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,11,5,2.2,258.12469932191294
MERCEDES,EASTERN SAMAR,8,13388.0,0.0,4.0,0.0,1905979.28,0.5,0.0,0.0,0.0,0.0,4,8,1.0,352.11145021245153
MERIDA,LEYTE,8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1.0,0.0
MEXICO,PAMPANGA,3,59024.0,0.0,0.0,0.0,1446460.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,3,1.75,98.67385224094413
MEYCAUAYAN,BULACAN,3,556995.0,1.0,0.0,0.0,36384340.0,0.125,0.0,0.125,0.0,0.0,8,3,1.3333333333333333,220.348227371277
MIAGAO,ILOILO,6,48471.0,2.0,0.0,0.0,5025073.57,0.5555555555555556,0.4444444444444444,0.0,0.1111111111111111,0.0,9,6,1.5,485.0925349937253
MIDSALIP,ZAMBOANGA DEL SUR,9,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1.0,0.0
MIDSAYAP,COTABATO,12,12913.0,0.0,0.0,0.0,70085.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,12,0.75,26.112146050670642
MILAGROS,MASBATE,5,11081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,1.1666666666666667,0.0
MILAOR,CAMARINES SUR,5,63537.0,0.0,0.0,0.0,3123289.0,0.1111111111111111,0.0,0.0,0.0,0.0,9,5,1.8,192.8432328970116
MINA,ILOILO,6,9844.0,0.0,0.0,0.0,424705.08999999997,0.6,0.8,0.0,0.0,0.0,5,6,1.0,195.62648088438507
MINALABAC,CAMARINES SUR,5,118650.0,0.0,0.0,0.0,4122440.85,0.3,0.0,0.0,0.0,0.0,10,5,1.6666666666666667,135.14427124311567
MINALIN,PAMPANGA,3,246196.0,0.0,0.0,0.0,1575194.94,0.1111111111111111,0.0,0.0,0.0,0.0,9,3,2.25,19.03581843889352
MINGLANILLA,CEBU,7,127197.0,0.0,0.0,0.0,4891000.0,0.3333333333333333,0.0,0.0,0.0,0.0,3,7,1.5,92.33877057846247
MOALBOAL,CEBU,7,38989.0,0.0,0.0,0.0,1810000.0,1.0,0.0,0.0,0.0,0.0,1,7,1.0,191.4938637325434
MOBO,MASBATE,5,15928.0,0.0,0.0,0.0,69857.78,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.0,13,5,2.1666666666666665,18.633710322752734
MOGPOG,MARINDUQUE,4B,19804.0,1.0,1.0,0.0,1558762.5,0.1,0.0,0.1,0.1,0.0,10,4B,2.0,311.00608539505185
MOISES PADILLA,NEGROS OCCIDENTAL,6,63919.0,3.0,2.0,0.0,4361872.6,0.25,0.25,0.25,0.125,0.0,8,6,1.3333333333333333,304.06919484140815
MONCADA,TARLAC,3,48113.0,0.0,0.0,0.0,2180698.68,0.2857142857142857,0.0,0.0,0.0,0.0,7,3,1.1666666666666667,145.44778763422931
MONDRAGON,NORTHERN SAMAR,8,45379.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0.8,0.0
MONKAYO,DAVAO DE ORO,11,4095.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
MONREAL,MASBATE,5,9729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1.6,0.0
MONTALBAN,RIZAL,4A,127833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4A,2.0,0.0
MONTEVISTA,DAVAO DE ORO,11,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,1.0,0.0
MORONG,BATAAN,3,89369.0,0.0,0.0,0.0,48050.0,0.0,0.0,0.0,0.0,0.0,9,3,1.5,1.9622656919998367
